,grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,shapefile_code,r2,NaNs
547,5606066,5,5060,GREENOUGH RIVER,HRS KARLANEW PEAK,AU,-28.8242,114.8455,11795,54.66,1971,2022,52,0,,,,,1971,2022,52,0.774,0.024408864,2.069424671,2,0.000131848,0
548,5606080,5,5062,MURCHISON RIVER,EMU SPRINGS,AU,-27.8567,114.547,86777.4,152.72,1957,2023,67,1.524028022,1967,1996,30,0,1957,2023,67,10.355,0.32655528,3.763137407,2,0.077659765,4
549,5606100,5,5061,BLACKWOOD RIVER,DARRADUP,AU,-34.0715,115.619,11593,42.48,1955,2024,70,8.566440503,1955,1996,42,0,1955,2024,70,17.489,0.551533104,47.57466609,2,0.290805027,0
550,5606130,5,5060,MURRAY RIVER,BADEN POWELL WTR SPOUT,AU,-32.7722,116.0843,6773,125.83,1952,2022,71,3.05787706,1952,1996,45,0,1952,2022,71,8.478,0.267362208,39.47470958,2,0.001623561,0
551,5607020,5,5074,LEOPOLD RIVER,MOUNT WINIFRED,AU,-18.0152,126.311,5115.4,178,1964,2023,60,12.00543147,1966,1993,28,29.87421384,1964,2023,60,25.087,0.791143632,154.6591922,2,0.517915002,0
552,5607023,5,5074,FITZROY RIVER,DIMOND GORGE,AU,-17.6722,126.028,17151.7,155.27,1962,2024,63,1.3717605,1962,1993,32,22.52010724,1962,2024,63,96.015,3.02792904,176.5381297,2,0.511628543,0
553,5607024,5,5074,FITZROY RIVER,FITZROY CROSSING,AU,-18.2963,125.5263,46350,93.1,1955,2022,68,2.696017809,1955,1996,42,1.414141414,1955,2022,68,154.719,4.879218384,105.269005,2,0.529042834,0
554,5607025,5,5074,FITZROY RIVER,WILLARE,AU,-17.7362,123.646,91902,19,1998,2024,27,0,,,,,1998,2024,27,242.567,7.649592912,83.23641392,2,0.460719844,0
555,5607200,5,5076,GASCOYNE RIVER,HRS NINE MILE BRIDGE,AU,-24.8276,113.7691,72902,8.64,1957,2022,66,0,1957,1996,40,0,1957,2022,66,24.695,0.77878152,10.682581,2,0.160766173,0
556,5607201,5,5076,GASCOYNE RIVER,HRS FISHY POOL,AU,-24.9497,114.6442,71261,81.79,1964,2022,59,0,,,,,1964,2022,59,25.412,0.801392832,11.24588249,2,0.162555528,0
557,5607400,5,5071,ASHBURTON RIVER,NANUTARRA,AU,-22.5443,115.499,71387,60.92,1972,2024,53,2.040165763,1972,1995,24,0,1972,2024,53,24.815,0.78256584,10.96230182,2,0.009307756,2
558,5607410,5,5070,ROBE RIVER,HRS YARRALOOLA,AU,-21.6162,115.9225,7263,56.23,1972,2022,51,0,,,,,1972,2022,51,3.53,0.11132208,15.32728625,2,0.180377275,0
559,5607500,5,5072,DEGREY RIVER,HRS COOLENAR POOL,AU,-20.3114,119.249,53323,22.2,1974,2022,49,0,1974,1994,21,0,1974,2022,49,42.593,1.343212848,25.19012149,2,0.387351876,0
560,5607520,5,5072,SHAW RIVER,HRS NORTH POLE MINE,AU,-21.0943,119.3173,6503,134.63,1967,2022,56,0,,,,,1967,2022,56,6.499,0.204952464,31.51660218,2,0.366112915,0
561,5608095,5,5083,ORD RIVER,HRS OLD ORD HOMESTEAD,AU,-17.3738,128.8537,19587,142.89,1970,2022,53,0,1970,1993,24,13.97058824,1970,2022,53,62.194,1.961349984,100.135293,2,0.433974791,0
562,5608096,5,5083,ORD RIVER,TARRARA BAR,AU,-15.5696,128.693,51028,28.35,1998,2024,27,0,,,,,1998,2024,27,190.875,6.019434,117.9633535,2,0.324543115,0
563,5708094,5,5083,NEGRI RIVER,HRS MISTAKE CK HOMESTEAD,AU,-17.1775,129.0925,7490,145.7,1970,2022,53,0,,,,,1970,2022,53,18.376,0.579505536,77.37056555,2,0.102930859,0
564,5708110,5,5084,VICTORIA RIVER,COOLIBAH HOMESTEAD,AU,-15.5515,130.964,44900,22.15,1953,2024,72,20.16041956,1953,2001,49,21.53846154,1953,2024,72,149.014,4.699305504,104.6615925,2,0.033450799,16
565,5708126,5,5084,WEST BAINES RIVER,VICTORIA HIGHWAY,AU,-15.934,129.739,10204,19.64,1960,2024,65,40.28399312,1961,2001,41,42.43697479,1960,2024,65,54.051,1.704552336,167.0474653,2,0.576418863,14
566,5708141,5,5081,DALY RIVER,HRS U/S DORISVALE CROSSING,AU,-14.3633,131.5737,33227,26.4,1965,2022,58,0,,,,,1965,2022,58,180.784,5.701204224,171.583478,2,0.654409797,0
567,5708142,5,5081,KATHERINE RIVER,HRS RAILWAY BRIDGE,AU,-14.4633,132.2567,8357,27.53,1961,2022,62,0,,,,,1961,2022,62,73.413,2.315152368,277.0315147,2,0.805765623,0
568,5708145,5,5081,DALY RIVER,HRS MOUNT NANCAR,AU,-13.83085,130.73585,47652,26.02,1967,2022,56,3.118947107,1969,2001,33,1.047120419,1967,2022,56,257.928,8.134017408,170.6962438,2,0.335802775,0
569,5708148,5,5081,DALY RIVER,GOURLEY,AU,-13.9041,130.801,46300,25.99,1960,2021,62,51.53560731,1965,1974,10,41.37931034,1960,2021,62,263.241,8.301568176,179.2995286,2,0.384144617,1
570,5709100,5,5096,ROPER RIVER,RED ROCK,AU,-14.6968,134.422,47400,31.27,1966,2023,58,12.51206797,1966,2001,36,8.095238095,1966,2023,58,94.717,2.986995312,63.01677873,2,0.010105271,0
571,5709105,5,5096,ELSEY CREEK,HRS WARLOCH PONDS,AU,-15.0854,133.1229,6784,27.69,1969,2022,54,0,,,,,1969,2022,54,4.377,0.138033072,20.34685613,2,0.368645594,0
572,5709110,5,5094,MCARTHUR RIVER,M.I.M. PUMP,AU,-16.4519,136.085,10400,37,1969,2024,56,13.06981675,1969,2001,33,12.5984252,1969,2024,56,19.042,0.600508512,57.74120308,2,0.358697957,2
573,5709112,5,5094,MCARTHUR RIVER,BORROLOOLA CROSSING,AU,-16.0818,136.317,15700,31.435,1975,2024,50,14.89458689,,,,,1975,2024,50,52.89,1.66793904,106.2381554,2,0.533252233,7
574,6594090,6,6941,JORDAN RIVER,BAPTISM SITE,IL,31.84,35.55,16500,-999,2012,2023,12,0,,,,,2012,2023,12,3.832,0.120845952,7.323997091,2,0.018573962,0
